125,0
1,1
37,2
3,3
49,4
103,5
46,6
7,7
47,8
9,9
10,10
11,11
12,12
13,13
14,14
14,14
37,15
16,16
17,17
18,18
113,19
20,20
21,21
22,22
23,23
24,24
25,25
116,26
27,27
8,28
29,29
30,30
31,31
32,32
33,33
118,34
35,35
36,36
39,37
39,38
39,39
118,40
118,41
118,42
118,43
44,44
108,45
122,46
47,47
8,48
4,49
29,50
71,51
4,52
141,53
50,54
110,55
56,56
8,57
103,58
59,59
60,60
61,61
16,62
60,63
64,64
24,65
62,66
111,67
68,68
67,69
111,70
67,71
102,72
102,73
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
103,109
110,110
111,111
112,112
113,113
114,114
116,115
116,116
117,117
118,118
119,119
120,120
62,0
1,1
142,2
3,3
4,4
2,5
20,6
7,7
10,8
9,9
10,10
11,11
12,12
102,13
14,14
24,15
35,16
129,17
150,18
19,19
121,20
3,21
22,22
23,23
67,24
10,25
26,26
27,27
10,28
29,29
30,30
31,31
32,32
33,33
64,34
64,35
125,36
67,37
24,38
39,39
24,40
24,41
23,42
129,43
44,44
25,45
141,46
47,47
48,48
49,49
4,50
4,51
54,52
46,53
7,54
110,55
56,56
57,57
58,58
58,59
61,60
61,61
62,62
63,63
142,65
67,67
142,68
69,69
2,70
20,71
3,72
73,73
16,121
124,122
123,123
52,124
125,125
109,126
127,127
128,128
140,129
136,136
141,137
138,138
139,139
140,140
137,141
142,142
104,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
118,118
119,119
120,120
143,143
144,144
153,145
60,149
150,150
138,151
125,0
1,1
3,3
4,4
35,5
6,6
7,7
28,8
53,9
10,10
11,11
12,12
0,0
1,1
2,2
69,3
4,4
17,5
6,6
7,7
8,8
9,9
25,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
125,24
45,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
38,38
38,38
39,39
31,40
40,41
42,42
43,43
44,44
45,45
46,46
47,47
48,48
50,49
50,50
51,51
49,52
53,53
54,54
110,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
62,63
64,64
63,65
66,66
67,67
45,68
69,69
37,70
71,71
72,72
73,73
148,74
75,75
76,76
77,77
87,78
79,79
80,80
81,81
82,82
83,83
84,84
85,85
87,86
131,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
130,130
64,0
1,1
37,2
63,3
4,4
17,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
5,14
15,15
16,16
38,17
18,18
19,19
20,20
21,21
22,22
23,23
125,24
25,25
26,26
27,27
48,28
29,29
30,30
31,31
32,32
33,33
13,34
35,35
36,36
37,37
38,38
39,39
40,40
40,41
42,42
5,43
44,44
45,45
46,46
47,47
48,48
50,49
50,50
50,51
52,52
53,53
54,54
55,55
56,56
57,57
103,58
59,59
60,60
61,61
62,62
63,63
64,64
65,65
66,66
67,67
68,68
69,69
70,70
50,71
72,72
110,73
99,99
100,100
113,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
55,110
111,111
112,112
113,113
114,114
26,115
26,116
117,117
118,118
119,119
120,120
121,121
122,122
124,123
124,124
125,125
126,126
127,127
38,129
136,136
151,137
138,138
17,139
140,140
46,141
142,142
143,143
144,144
145,145
17,149
150,150
0,0
1,1
37,2
17,3
52,4
17,5
6,6
7,7
48,8
9,9
10,10
11,11
12,12
13,13
14,14
16,15
16,16
17,17
18,18
19,19
127,20
127,21
22,22
23,23
125,24
25,25
26,26
27,27
8,28
29,29
30,30
31,31
32,32
33,33
35,34
35,35
36,36
37,37
38,38
39,39
40,40
40,41
42,42
41,43
44,44
45,45
123,46
47,47
46,48
49,49
50,50
50,51
4,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
127,64
71,65
66,66
142,67
68,68
69,69
37,70
141,71
127,72
73,73
127,121
151,122
123,123
141,124
125,125
126,126
127,127
53,128
129,129
136,136
137,137
138,138
139,139
140,140
141,141
142,142
143,143
144,144
16,145
149,149
150,150
122,151
99,99
32,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
116,115
116,116
117,117
118,118
119,119
120,120
74,74
75,75
76,76
77,77
78,78
79,79
96,80
81,81
82,82
83,83
84,84
85,85
87,86
78,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
80,96
97,97
98,98
130,130
131,131
132,132
133,133
134,134
135,135
146,146
74,148
0,0
1,1
2,2
4,3
4,4
31,5
6,6
7,7
8,8
9,9
25,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
37,19
20,20
21,21
22,22
23,23
40,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
37,37
38,38
39,39
38,40
38,41
42,42
43,43
44,44
45,45
46,46
36,47
25,48
50,49
50,50
50,51
49,52
53,53
54,54
55,55
55,55
56,56
57,57
103,58
59,59
60,60
61,61
62,62
65,63
36,64
62,65
66,66
66,66
67,67
68,68
69,69
65,70
29,71
72,72
55,73
74,74
75,75
76,76
87,77
78,78
79,79
80,80
81,81
86,82
83,83
84,84
85,85
86,86
78,87
88,88
89,89
90,90
91,91
92,92
93,93
133,94
95,95
80,96
97,97
98,98
130,130
131,131
132,132
133,133
134,134
135,135
77,146
148,148
0,0
1,1
2,2
3,3
4,4
3,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
47,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
39,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
13,34
15,35
36,36
37,37
38,38
39,39
39,40
39,41
42,42
43,43
44,44
45,45
6,46
47,47
48,48
49,49
121,50
5,51
52,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
60,61
62,62
65,63
64,64
65,65
66,66
16,67
68,68
69,69
70,70
29,71
72,72
55,73
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
116,115
116,116
117,117
19,118
119,119
120,120
50,121
53,122
122,124
62,125
126,126
127,127
19,129
136,136
137,137
138,138
103,139
140,140
141,141
71,142
114,143
144,144
16,145
149,149
1,150
53,151
74,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
80,82
83,83
84,84
85,85
86,86
78,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
130,130
131,131
132,132
133,133
134,134
135,135
146,146
148,148
0,0
1,1
2,2
20,3
4,4
117,5
6,6
7,7
8,8
9,9
25,10
11,11
12,12
13,13
14,14
15,15
16,16
149,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
45,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
15,34
35,35
68,36
37,37
40,38
39,39
31,40
19,41
42,42
43,43
44,44
45,45
46,46
47,47
48,48
49,49
50,50
51,51
52,52
53,53
52,53
53,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
64,64
65,65
66,66
67,67
68,68
69,69
70,70
71,71
72,72
111,73
148,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
82,82
83,83
84,84
85,85
76,86
87,87
88,88
133,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
95,130
131,131
132,132
133,133
134,134
135,135
146,146
148,148
0,0
1,1
2,2
21,3
4,4
5,5
6,6
7,7
8,8
28,9
27,10
11,11
12,12
13,13
13,14
0,0
1,1
37,2
20,3
4,4
140,5
52,6
7,7
8,8
42,9
10,10
11,11
12,12
13,13
16,14
16,15
16,16
26,17
18,18
19,19
20,20
21,21
22,22
23,23
2,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
13,34
12,35
36,36
37,37
39,38
39,39
39,40
39,41
42,42
43,43
44,44
1,45
46,46
47,47
28,48
49,49
50,50
50,51
49,52
53,53
54,54
110,55
56,56
57,57
58,58
59,59
60,60
61,61
71,62
29,63
70,64
65,65
66,66
67,67
68,68
69,69
70,70
71,71
69,72
73,73
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
118,118
119,119
120,120
4,121
53,122
51,124
70,125
126,126
127,127
129,129
136,136
137,137
71,138
139,139
140,140
141,141
142,142
143,143
144,144
11,145
19,149
69,150
151,151
86,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
76,82
83,83
84,84
85,85
86,86
146,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
130,130
93,131
132,132
133,133
134,134
135,135
146,146
148,148
50,15
16,16
38,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
145,35
36,36
37,37
38,38
39,39
24,40
40,41
42,42
24,43
44,44
1,45
46,46
47,47
48,48
4,49
4,50
52,51
53,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
68,62
63,63
64,64
65,65
66,66
67,67
2,68
69,69
70,70
69,71
69,72
73,73
121,121
122,122
123,123
124,124
36,125
126,126
127,127
129,129
136,136
137,137
136,138
139,139
140,140
141,141
142,142
143,143
144,144
35,145
147,147
149,149
150,150
137,151
152,152
129,153
5,154
77,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
81,82
83,83
84,84
85,85
87,86
78,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
80,96
134,97
98,98
130,130
131,131
132,132
133,133
134,134
135,135
146,146
148,148
99,99
100,100
112,101
108,102
58,103
104,104
104,105
106,106
107,107
108,108
109,109
111,110
111,111
112,112
113,113
114,114
39,115
26,116
26,117
118,118
119,119
120,120
63,0
1,1
2,2
3,3
4,4
17,5
6,6
7,7
8,8
45,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
100,17
47,18
114,19
20,20
21,21
22,22
23,23
36,24
25,25
116,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
18,34
35,35
36,36
37,37
38,38
39,39
41,40
38,41
42,42
43,43
32,44
45,45
46,46
36,47
32,48
52,49
49,50
52,51
4,52
44,53
52,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
62,64
63,65
66,66
67,67
68,68
69,69
31,70
71,71
72,72
111,73
99,99
32,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
19,108
109,109
110,110
111,111
112,112
113,113
114,114
116,115
116,116
117,117
118,118
119,119
120,120
125,0
1,1
67,2
21,3
4,4
127,5
6,6
7,7
127,8
9,9
10,10
11,11
12,12
145,13
1,14
2,15
16,16
20,17
18,18
19,19
59,20
21,21
32,22
32,23
142,24
10,25
26,26
10,27
141,28
29,29
86,74
75,75
148,76
146,77
87,78
79,79
82,80
81,81
82,82
83,83
84,84
85,85
16,86
131,87
88,88
89,89
90,90
91,91
92,92
93,93
133,94
95,95
82,96
97,97
98,98
130,130
48,30
31,31
32,32
33,33
144,34
35,35
62,36
37,37
38,38
39,39
38,40
41,41
42,42
43,43
44,44
44,45
46,46
47,47
48,48
49,49
49,50
52,51
4,52
53,53
4,54
110,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
64,64
63,65
66,66
34,67
27,68
69,69
69,70
71,71
72,72
73,73
3,121
122,122
122,123
122,124
45,125
137,126
127,127
128,128
129,129
136,136
136,137
138,138
139,139
140,140
141,141
142,142
143,143
144,144
145,145
149,149
150,150
151,151
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
116,115
116,116
117,117
118,118
119,119
120,120
77,74
75,75
86,76
77,77
78,78
79,79
76,80
81,81
74,82
83,83
84,84
85,85
82,86
131,87
148,88
133,89
90,90
91,91
92,92
131,93
94,94
95,95
82,96
97,97
131,98
77,130
131,131
132,132
133,133
134,134
135,135
146,146
148,148
108,0
71,1
2,2
3,3
4,4
5,5
6,6
71,7
10,8
10,9
10,10
11,11
58,12
13,13
14,14
34,15
145,16
140,17
18,18
117,19
20,20
21,21
22,22
23,23
70,24
25,25
116,26
27,27
28,28
71,29
30,30
31,31
69,32
33,33
34,34
35,35
36,36
37,37
36,38
39,39
117,40
38,41
42,42
24,43
44,44
25,45
122,46
47,47
10,48
4,49
50,50
100,51
69,52
72,53
4,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
13,62
21,63
30,64
65,65
66,66
70,67
68,68
70,69
67,70
142,71
72,72
73,73
99,99
32,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
103,109
110,110
111,111
112,112
113,113
114,114
116,115
116,116
117,117
118,118
119,119
120,120
36,0
45,1
37,2
3,3
4,4
17,5
6,6
7,7
8,8
10,9
10,10
11,11
12,12
13,13
35,14
15,15
16,16
139,17
18,18
33,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
25,27
25,28
29,29
30,30
40,31
32,32
33,33
13,34
145,35
64,36
37,37
38,38
39,39
40,40
38,41
1,42
38,43
53,44
108,45
46,46
47,47
25,48
4,49
50,50
142,51
142,52
53,53
54,54
110,55
56,56
33,57
103,58
59,59
22,60
66,61
36,62
3,63
108,64
65,65
66,66
67,67
27,68
69,69
144,70
67,71
72,72
73,73
99,99
127,100
101,101
102,102
58,103
99,104
105,105
106,106
107,107
108,108
109,109
110,110
110,111
112,112
113,113
19,114
115,115
116,116
55,117
118,118
119,119
120,120
64,0
1,1
31,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
5,16
61,17
18,18
43,19
59,20
58,21
66,22
23,23
24,24
25,25
115,26
25,27
28,28
29,29
30,30
43,31
32,32
28,33
34,34
35,35
36,36
37,37
45,38
5,39
24,40
40,41
42,42
24,43
44,44
45,45
46,46
18,47
28,48
49,49
49,50
4,51
4,52
53,53
54,54
110,55
56,56
57,57
58,58
59,59
60,60
61,61
36,62
18,63
125,64
18,65
66,66
67,67
68,68
27,69
70,70
27,71
72,72
73,73
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
109,112
113,113
5,114
115,115
116,116
117,117
118,118
119,119
120,120
46,121
122,122
104,123
124,124
64,125
10,126
127,127
126,128
129,129
0,0
1,1
31,2
103,3
4,4
30,5
6,6
7,7
47,8
28,9
25,10
11,11
12,12
100,13
14,14
35,15
16,16
5,17
18,18
19,19
59,20
30,21
61,22
23,23
40,24
28,28
29,29
30,30
31,31
100,32
33,33
102,34
14,35
36,36
37,37
30,38
39,39
40,40
40,41
129,42
118,43
44,44
45,45
46,46
47,47
100,48
49,49
50,50
50,51
52,52
122,53
54,54
55,55
56,56
57,57
58,58
22,59
60,60
61,61
36,62
62,63
36,64
18,65
59,66
37,67
68,68
69,69
70,70
3,71
72,72
99,73
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
116,115
116,116
117,117
118,118
112,119
120,120
50,121
67,122
122,124
64,125
126,126
127,127
140,129
136,136
137,137
151,138
143,139
140,140
141,141
142,142
114,143
144,144
35,145
149,149
150,150
136,151
0,0
44,1
37,2
121,3
4,4
17,5
6,6
7,7
28,8
10,9
8,10
11,11
12,12
13,13
14,14
16,15
16,16
17,17
18,18
117,19
20,20
21,21
22,22
23,23
24,24
8,25
26,26
39,27
8,28
29,29
64,30
31,31
32,32
33,33
13,34
16,35
36,36
37,37
38,38
39,39
15,40
40,41
42,42
43,43
44,44
45,45
46,46
47,47
28,48
4,49
50,50
136,51
52,52
46,53
